사용자 ID,가입 날짜,유입 경로,방문 날짜,페이지 방문 순서,장바구니 담기,결제 완료,결제 방식,디바이스 정보,마지막 방문 날짜
1620,2024-03-29,Facebook Ads,2024-07-09,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-21
1620,2024-03-29,Facebook Ads,2024-07-21,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰,No,No,-,Mobile,2024-07-21
1621,2024-01-03,Facebook Ads,2024-01-16,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-28
1621,2024-01-03,Naver Search,2024-07-28,홈 > 카테고리 > 제품 목록 > 제품 상세,No,No,-,Mobile,2024-07-28
1622,2024-01-10,Coupang Ads,2024-01-17,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-17
1622,2024-01-10,Google Search,2024-02-05,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-17
1622,2024-01-10,YouTube Ads,2024-03-04,홈 > 카테고리 > 제품 목록 > 제품 상세 > 주문 확인,No,No,-,Mobile,2024-07-17
1622,2024-01-10,Tistory Blog,2024-07-17,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,신용카드,Mobile,2024-07-17
1623,2024-01-06,KakaoTalk Ads,2024-01-14,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-10
1623,2024-01-06,KakaoTalk Ads,2024-02-12,홈 > 카테고리 > 제품 목록 > 제품 상세 > 주문 확인,No,No,-,Mobile,2024-07-10
1623,2024-01-06,Coupang Ads,2024-03-05,홈 > 검색 > 제품 상세 > 장바구니,Yes,No,-,Desktop,2024-07-10
1623,2024-01-06,KakaoTalk Ads,2024-04-02,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-10
1623,2024-01-06,Naver Shopping,2024-04-29,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-10
1623,2024-01-06,Tistory Blog,2024-05-11,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-10
1623,2024-01-06,Instagram Ads,2024-07-10,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Mobile,2024-07-10
1624,2024-02-14,Naver Shopping,2024-02-22,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Desktop,2024-07-29
1624,2024-02-14,YouTube Ads,2024-03-23,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-29
1624,2024-02-14,Tistory Blog,2024-03-27,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Desktop,2024-07-29
1624,2024-02-14,YouTube Ads,2024-07-29,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-29
1625,2024-03-01,Google Search,2024-03-24,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-23
1625,2024-03-01,Naver Shopping,2024-04-18,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,토스,Mobile,2024-07-23
1625,2024-03-01,YouTube Ads,2024-07-23,홈 > 검색 > 제품 목록 > 제품 상세,No,No,-,Mobile,2024-07-23
1626,2024-02-05,Tistory Blog,2024-03-05,홈 > 검색,No,No,-,Desktop,2024-07-21
1626,2024-02-05,Google Search,2024-03-07,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-21
1626,2024-02-05,Coupang Ads,2024-03-12,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Desktop,2024-07-21
1626,2024-02-05,KakaoTalk Ads,2024-03-15,홈 > 카테고리 > 제품 목록 > 제품 상세,Yes,No,-,Mobile,2024-07-21
1626,2024-02-05,Tistory Blog,2024-04-05,홈 > 검색 > 제품 목록 > 제품 상세 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,삼성페이,Mobile,2024-07-21
1626,2024-02-05,YouTube Ads,2024-05-03,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,무통장 입금,Mobile,2024-07-21
1626,2024-02-05,Naver Search,2024-07-05,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-21
1626,2024-02-05,Naver Shopping,2024-07-21,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-21
1627,2024-01-07,Tistory Blog,2024-01-16,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-18
1627,2024-01-07,KakaoTalk Ads,2024-01-28,홈 > 카테고리,No,No,-,Desktop,2024-07-18
1627,2024-01-07,YouTube Ads,2024-02-17,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-18
1627,2024-01-07,YouTube Ads,2024-07-18,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-18
1628,2024-01-06,Coupang Ads,2024-01-25,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Desktop,2024-07-23
1628,2024-01-06,Google Search,2024-07-20,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-23
1628,2024-01-06,Coupang Ads,2024-07-23,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Mobile,2024-07-23
1629,2024-01-09,KakaoTalk Ads,2024-01-22,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-19
1629,2024-01-09,Tistory Blog,2024-02-03,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-19
1629,2024-01-09,Naver Shopping,2024-07-16,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-19
1629,2024-01-09,Tistory Blog,2024-07-19,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니,Yes,No,-,Mobile,2024-07-19
1630,2024-01-06,Instagram Ads,2024-01-14,홈 > 카테고리 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,토스,Mobile,2024-07-29
1630,2024-01-06,YouTube Ads,2024-02-09,홈 > 검색 > 제품 상세 > 상품 상세 > 결제 > 주문 확인,No,Yes,카카오페이,Mobile,2024-07-29
1630,2024-01-06,Naver Search,2024-07-29,홈 > 검색 > 제품 상세,No,No,-,Tablet,2024-07-29
1631,2024-03-28,YouTube Ads,2024-04-17,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰,No,No,-,Mobile,2024-07-22
1631,2024-03-28,Instagram Ads,2024-04-24,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,카카오페이,Tablet,2024-07-22
1631,2024-03-28,Naver Shopping,2024-05-08,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니,Yes,No,-,Mobile,2024-07-22
1631,2024-03-28,YouTube Ads,2024-05-25,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-22
1631,2024-03-28,Facebook Ads,2024-06-02,홈 > 검색 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,무통장 입금,Mobile,2024-07-22
1631,2024-03-28,Facebook Ads,2024-07-22,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,신용카드,Tablet,2024-07-22
1632,2024-01-18,KakaoTalk Ads,2024-02-02,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,삼성페이,Desktop,2024-07-16
1632,2024-01-18,YouTube Ads,2024-07-16,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-16
1633,2024-01-31,Tistory Blog,2024-02-03,홈 > 검색 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-13
1633,2024-01-31,Instagram Ads,2024-02-16,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-13
1633,2024-01-31,Instagram Ads,2024-07-13,홈 > 카테고리,No,No,-,Mobile,2024-07-13
1634,2024-03-22,Coupang Ads,2024-03-29,홈 > 검색 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-12
1634,2024-03-22,Instagram Ads,2024-04-24,홈 > 카테고리 > 제품 목록 > 제품 상세 > 주문 확인,No,No,-,Mobile,2024-07-12
1634,2024-03-22,Naver Search,2024-05-12,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-12
1634,2024-03-22,Tistory Blog,2024-07-10,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-12
1634,2024-03-22,YouTube Ads,2024-07-12,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-12
1635,2024-01-24,Naver Shopping,2024-02-13,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-16
1635,2024-01-24,Naver Search,2024-03-14,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-16
1635,2024-01-24,Google Search,2024-03-27,홈 > 카테고리 > 제품 목록 > 제품 상세 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,카카오페이,Mobile,2024-07-16
1635,2024-01-24,YouTube Ads,2024-04-02,홈 > 카테고리 > 제품 목록 > 제품 상세 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,네이버페이,Mobile,2024-07-16
1635,2024-01-24,Naver Search,2024-04-27,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,신용카드,Mobile,2024-07-16
1635,2024-01-24,Tistory Blog,2024-05-14,홈 > 검색 > 제품 상세,No,No,-,Desktop,2024-07-16
1635,2024-01-24,Naver Shopping,2024-06-13,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-16
1635,2024-01-24,Coupang Ads,2024-07-16,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-16
1636,2024-03-05,Google Search,2024-03-14,홈 > 검색 > 제품 상세 > 상품 상세 > 주문 확인 > 결제,No,Yes,삼성페이,Mobile,2024-07-25
1636,2024-03-05,Tistory Blog,2024-03-20,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-25
1636,2024-03-05,Naver Search,2024-03-25,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-25
1636,2024-03-05,Facebook Ads,2024-03-27,홈 > 카테고리 > 제품 목록 > 제품 상세,Yes,No,-,Mobile,2024-07-25
1636,2024-03-05,Naver Search,2024-04-13,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-25
1636,2024-03-05,Instagram Ads,2024-04-24,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-25
1636,2024-03-05,Naver Shopping,2024-05-13,홈 > 카테고리 > 제품 목록,Yes,No,-,Mobile,2024-07-25
1636,2024-03-05,Instagram Ads,2024-07-25,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-25
1637,2024-01-26,Naver Shopping,2024-02-02,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Desktop,2024-07-20
1637,2024-01-26,Tistory Blog,2024-07-20,홈 > 검색 > 제품 목록 > 제품 상세,No,No,-,Desktop,2024-07-20
1638,2024-01-04,Facebook Ads,2024-01-25,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Desktop,2024-07-15
1638,2024-01-04,Tistory Blog,2024-07-15,홈 > 검색 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-15
1639,2024-03-25,Google Search,2024-04-24,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-25
1639,2024-03-25,Facebook Ads,2024-07-25,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰,No,No,-,Desktop,2024-07-25
1640,2024-03-18,Google Search,2024-03-24,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-14
1640,2024-03-18,Naver Search,2024-04-01,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-14
1640,2024-03-18,Google Search,2024-07-13,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-14
1640,2024-03-18,Instagram Ads,2024-07-14,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-14
1641,2024-03-11,Google Search,2024-03-13,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-26
1641,2024-03-11,Coupang Ads,2024-03-17,홈 > 카테고리 > 제품 목록 > 제품 상세 > 주문 확인,No,No,-,Mobile,2024-07-26
1641,2024-03-11,Instagram Ads,2024-04-04,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰,Yes,No,-,Desktop,2024-07-26
1641,2024-03-11,Google Search,2024-04-13,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Tablet,2024-07-26
1641,2024-03-11,Naver Search,2024-07-13,홈 > 카테고리,No,No,-,Mobile,2024-07-26
1641,2024-03-11,Naver Shopping,2024-07-26,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-26
1642,2024-01-20,Facebook Ads,2024-01-26,홈 > 카테고리 > 제품 목록 > 제품 상세 > 주문 확인,No,No,-,Tablet,2024-07-24
1642,2024-01-20,YouTube Ads,2024-02-17,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,토스,Tablet,2024-07-24
1642,2024-01-20,Tistory Blog,2024-02-23,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Desktop,2024-07-24
1642,2024-01-20,KakaoTalk Ads,2024-07-24,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Tablet,2024-07-24
1643,2024-02-01,Google Search,2024-02-29,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-25
1643,2024-02-01,KakaoTalk Ads,2024-03-22,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Mobile,2024-07-25
1643,2024-02-01,Instagram Ads,2024-07-07,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-25
1643,2024-02-01,Naver Shopping,2024-07-25,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-25
1644,2024-01-10,Google Search,2024-02-04,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-29
1644,2024-01-10,KakaoTalk Ads,2024-02-28,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,무통장 입금,Mobile,2024-07-29
1644,2024-01-10,Facebook Ads,2024-03-08,홈 > 카테고리,Yes,No,-,Mobile,2024-07-29
1644,2024-01-10,Tistory Blog,2024-03-17,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,무통장 입금,Mobile,2024-07-29
1644,2024-01-10,Naver Search,2024-07-29,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-29
1645,2024-02-15,Naver Shopping,2024-02-17,홈 > 카테고리 > 제품 목록 > 상품 상세 > 주문 확인 > 결제,No,Yes,무통장 입금,Mobile,2024-07-18
1645,2024-02-15,Google Search,2024-02-20,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-18
1645,2024-02-15,Coupang Ads,2024-03-16,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니,Yes,No,-,Mobile,2024-07-18
1645,2024-02-15,Tistory Blog,2024-07-04,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-18
1645,2024-02-15,Coupang Ads,2024-07-18,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니,Yes,No,-,Tablet,2024-07-18
1646,2024-01-10,YouTube Ads,2024-01-24,홈 > 카테고리 > 제품 목록,Yes,No,-,Mobile,2024-07-23
1646,2024-01-10,YouTube Ads,2024-01-25,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니,Yes,No,-,Mobile,2024-07-23
1646,2024-01-10,Naver Search,2024-02-21,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니,Yes,No,-,Mobile,2024-07-23
1646,2024-01-10,Facebook Ads,2024-07-23,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Desktop,2024-07-23
1647,2024-02-18,Google Search,2024-02-28,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-31
1647,2024-02-18,YouTube Ads,2024-03-01,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-31
1647,2024-02-18,Coupang Ads,2024-03-11,홈 > 카테고리 > 제품 목록 > 제품 상세 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,카카오페이,Mobile,2024-07-31
1647,2024-02-18,Tistory Blog,2024-03-21,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-31
1647,2024-02-18,Tistory Blog,2024-07-03,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,신용카드,Mobile,2024-07-31
1647,2024-02-18,YouTube Ads,2024-07-31,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-31
1648,2024-01-12,YouTube Ads,2024-02-08,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,신용카드,Mobile,2024-07-12
1648,2024-01-12,Instagram Ads,2024-02-19,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 상품 상세 > 결제 > 주문 확인,No,Yes,신용카드,Mobile,2024-07-12
1648,2024-01-12,YouTube Ads,2024-03-10,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰,Yes,No,-,Mobile,2024-07-12
1648,2024-01-12,Coupang Ads,2024-03-17,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-12
1648,2024-01-12,Instagram Ads,2024-03-31,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-12
1648,2024-01-12,Instagram Ads,2024-07-12,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-12
1649,2024-03-20,Google Search,2024-04-16,홈 > 검색 > 제품 상세 > 주문 확인,No,No,-,Mobile,2024-07-24
1649,2024-03-20,Instagram Ads,2024-04-27,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,삼성페이,Desktop,2024-07-24
1649,2024-03-20,Google Search,2024-05-10,홈 > 검색 > 제품 목록 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,네이버페이,Mobile,2024-07-24
1649,2024-03-20,Naver Shopping,2024-05-19,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-24
1649,2024-03-20,Coupang Ads,2024-06-07,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-24
1649,2024-03-20,Naver Shopping,2024-07-24,홈 > 카테고리 > 제품 목록 > 제품 상세,No,No,-,Mobile,2024-07-24
1650,2024-03-07,Tistory Blog,2024-04-04,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-25
1650,2024-03-07,Coupang Ads,2024-04-27,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-25
1650,2024-03-07,Google Search,2024-05-07,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-25
1650,2024-03-07,KakaoTalk Ads,2024-05-17,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Mobile,2024-07-25
1650,2024-03-07,Coupang Ads,2024-07-25,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰,No,No,-,Mobile,2024-07-25
1651,2024-01-19,Coupang Ads,2024-01-23,홈 > 검색 > 제품 목록,Yes,No,-,Desktop,2024-07-18
1651,2024-01-19,YouTube Ads,2024-02-05,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-18
1651,2024-01-19,YouTube Ads,2024-07-18,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-18
1652,2024-01-11,YouTube Ads,2024-01-31,홈 > 검색 > 제품 목록 > 제품 상세 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,삼성페이,Mobile,2024-07-27
1652,2024-01-11,YouTube Ads,2024-02-03,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,네이버페이,Mobile,2024-07-27
1652,2024-01-11,Naver Search,2024-02-25,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,신용카드,Mobile,2024-07-27
1652,2024-01-11,Coupang Ads,2024-03-04,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰,Yes,No,-,Mobile,2024-07-27
1652,2024-01-11,Naver Search,2024-07-26,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-27
1652,2024-01-11,Tistory Blog,2024-07-27,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-27
1653,2024-01-05,KakaoTalk Ads,2024-01-31,홈 > 검색 > 제품 상세,No,No,-,Desktop,2024-07-24
1653,2024-01-05,Instagram Ads,2024-02-26,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-24
1653,2024-01-05,Facebook Ads,2024-02-28,홈 > 검색 > 제품 상세 > 주문 확인,No,No,-,Mobile,2024-07-24
1653,2024-01-05,Naver Shopping,2024-07-13,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,신용카드,Mobile,2024-07-24
1653,2024-01-05,YouTube Ads,2024-07-24,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-24
1654,2024-01-21,Naver Shopping,2024-02-17,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,토스,Mobile,2024-07-31
1654,2024-01-21,Naver Search,2024-02-22,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 상품 상세 > 결제 > 주문 확인,No,Yes,신용카드,Mobile,2024-07-31
1654,2024-01-21,Naver Search,2024-03-22,홈 > 카테고리 > 제품 목록 > 제품 상세 > 주문 확인,No,No,-,Mobile,2024-07-31
1654,2024-01-21,Facebook Ads,2024-07-09,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-31
1654,2024-01-21,Facebook Ads,2024-07-12,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니,Yes,No,-,Mobile,2024-07-31
1654,2024-01-21,Naver Search,2024-07-31,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-31
1655,2024-01-16,Facebook Ads,2024-02-11,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-17
